Original Sort,PARCEL,Neighborhood,Property Type,Full Address,latitude,longitude,Did it sell?,Prediction,Actual,Prediction Result
7668,5523003017,Hancock Park,Single Famly,,,,0,,,
7669,5515028017,Hancock Park,Single Famly,,,,0,,,
7671,5522026030,Hancock Park,Single Famly,,,,0,,,
7674,5515031010,Hancock Park,Single Famly,,,,0,,,
7677,5516016019,Hancock Park,Single Famly,,,,0,,,
7678,5523007011,Hancock Park,Single Famly,,,,0,,,
7679,5523028031,Hancock Park,Single Famly,,,,0,,,
7680,5513028020,Hancock Park,Single Famly,,,,0,,,
7682,5515026016,Hancock Park,Single Famly,,,,0,,,
7684,5515024011,Hancock Park,Single Famly,,,,0,,,
7685,5523036004,Hancock Park,Single Famly,,,,0,,,
7688,5515003014,Hancock Park,Single Famly,,,,0,,,
7691,5522009015,Hancock Park,Single Famly,,,,0,,,
7696,5522011020,Hancock Park,Single Famly,,,,0,,,
7698,5515008037,Hancock Park,Single Famly,,,,0,,,
7699,5523028038,Hancock Park,Single Famly,,,,0,,,
7700,5516021006,Hancock Park,Single Famly,,,,0,,,
7701,5516007014,Hancock Park,Single Famly,,,,0,,,
7703,5523028019,Hancock Park,Single Famly,,,,0,,,
7704,5523026017,Hancock Park,Single Famly,,,,0,,,
7707,5523036005,Hancock Park,Single Famly,,,,0,,,
7712,5523028029,Hancock Park,Single Famly,,,,0,,,
7715,5505021002,Hancock Park,Single Famly,,,,0,,,
7716,5092001045,Hancock Park,Single Famly,,,,0,,,
7720,5505001001,Hancock Park,Single Famly,,,,0,,,
7721,5505014015,Hancock Park,Single Famly,,,,0,,,
7723,5090008033,Hancock Park,Single Famly,,,,0,,,
7726,5090023015,Hancock Park,Single Famly,,,,0,,,
7727,5081033019,Hancock Park,Single Famly,,,,0,,,
7728,5083021003,Hancock Park,Single Famly,,,,0,,,
7729,5081023017,Hancock Park,Single Famly,,,,0,,,
7730,5092018033,Hancock Park,Single Famly,,,,0,,,
7731,5082018026,Hancock Park,Single Famly,,,,0,,,
7732,5084023028,Hancock Park,Single Famly,,,,0,,,
7734,5081033003,Hancock Park,Single Famly,,,,0,,,
7736,5082022015,Hancock Park,Single Famly,,,,0,,,
7739,5083004010,Hancock Park,Single Famly,,,,0,,,
7740,5082022023,Hancock Park,Single Famly,,,,0,,,
7741,5081029022,Hancock Park,Single Famly,,,,0,,,
7742,5081010023,Hancock Park,Single Famly,,,,0,,,
7743,5082019005,Hancock Park,Single Famly,,,,0,,,
7744,5081005006,Hancock Park,Single Famly,,,,0,,,
7745,5090022002,Hancock Park,Single Famly,,,,0,,,
7749,5082017002,Hancock Park,Single Famly,,,,0,,,
7750,5081021011,Hancock Park,Single Famly,,,,0,,,
7751,5080002014,Hancock Park,Single Famly,,,,0,,,
7753,5081024022,Hancock Park,Single Famly,,,,0,,,
7754,5084023029,Hancock Park,Single Famly,,,,0,,,
7755,5090011007,Hancock Park,Single Famly,,,,0,,,
7756,5090011031,Hancock Park,Single Famly,,,,0,,,
7757,5090025004,Hancock Park,Single Famly,,,,0,,,
7758,5092017008,Hancock Park,Single Famly,,,,0,,,
7759,5081018005,Hancock Park,Single Famly,,,,0,,,
7760,5505016009,Hancock Park,Single Famly,,,,0,,,
7762,5504002012,Hancock Park,Single Famly,,,,0,,,
7764,5505010009,Hancock Park,Single Famly,,,,0,,,
7765,5505018007,Hancock Park,Single Famly,,,,0,,,
7766,5505004005,Hancock Park,Single Famly,,,,0,,,
7767,5505005019,Hancock Park,Single Famly,,,,0,,,
7769,5504002001,Hancock Park,Single Famly,,,,0,,,
7772,5513027026,Hancock Park,Single Famly,,,,0,,,
7774,5513014030,Hancock Park,Single Famly,,,,0,,,
7775,5084007014,Hancock Park,Single Famly,,,,0,,,
7777,5524017017,Hancock Park,Single Famly,,,,0,,,
7779,5524039015,Hancock Park,Single Famly,,,,0,,,
7780,5507010011,Hancock Park,Single Famly,,,,0,,,
7782,5513014024,Hancock Park,Single Famly,,,,0,,,
7783,5513014025,Hancock Park,Single Famly,,,,0,,,
7784,5084006032,Hancock Park,Single Famly,,,,0,,,
7786,5513028005,Hancock Park,Single Famly,,,,0,,,
7788,5513027003,Hancock Park,Single Famly,,,,0,,,
7789,5516007011,Hancock Park,Single Famly,,,,0,,,
7791,5516004019,Hancock Park,Single Famly,,,,0,,,
7792,5516010019,Hancock Park,Single Famly,,,,0,,,
7794,5524033011,Hancock Park,Single Famly,,,,0,,,
7795,5524018016,Hancock Park,Single Famly,,,,0,,,
7797,5513011009,Hancock Park,Single Famly,,,,0,,,
7798,5516024020,Hancock Park,Single Famly,,,,0,,,
7799,5523033003,Hancock Park,Single Famly,,,,0,,,
7800,5515028024,Hancock Park,Single Famly,,,,0,,,
7802,5523034023,Hancock Park,Single Famly,,,,0,,,
7803,5522026019,Hancock Park,Single Famly,,,,0,,,
7806,5515004005,Hancock Park,Single Famly,,,,0,,,
7807,5523028030,Hancock Park,Single Famly,,,,0,,,
7808,5513009012,Hancock Park,Single Famly,,,,0,,,
7811,5523008027,Hancock Park,Single Famly,,,,0,,,
7813,5517003009,Hancock Park,Single Famly,,,,0,,,
7814,5515006011,Hancock Park,Single Famly,,,,0,,,
7816,5523017008,Hancock Park,Single Famly,,,,0,,,
7818,5516009014,Hancock Park,Single Famly,,,,0,,,
7819,5523015015,Hancock Park,Single Famly,,,,0,,,
7822,5515032035,Hancock Park,Single Famly,,,,0,,,
7823,5523031019,Hancock Park,Single Famly,,,,0,,,
7824,5523008019,Hancock Park,Single Famly,,,,0,,,
7828,5516005009,Hancock Park,Single Famly,,,,0,,,
7829,5516023005,Hancock Park,Single Famly,,,,0,,,
7831,5515032005,Hancock Park,Single Famly,,,,0,,,
7832,5524023008,Hancock Park,Single Famly,,,,0,,,
7835,5090008014,Hancock Park,Single Famly,,,,0,,,
7836,5092002007,Hancock Park,Single Famly,,,,0,,,
7837,5505001003,Hancock Park,Single Famly,,,,0,,,
7839,5090027014,Hancock Park,Single Famly,,,,0,,,
7840,5504009036,Hancock Park,Single Famly,,,,0,,,
7841,5090013024,Hancock Park,Single Famly,,,,0,,,
7842,5504008007,Hancock Park,Single Famly,,,,0,,,
7845,5090026008,Hancock Park,Single Famly,,,,0,,,
7846,5092002014,Hancock Park,Single Famly,,,,0,,,
7849,5092013009,Hancock Park,Single Famly,,,,0,,,
7850,5081007001,Hancock Park,Single Famly,,,,0,,,
7851,5090006022,Hancock Park,Single Famly,,,,0,,,
7852,5081014005,Hancock Park,Single Famly,,,,0,,,
7853,5080002012,Hancock Park,Single Famly,,,,0,,,
7854,5082026014,Hancock Park,Single Famly,,,,0,,,
7856,5082026023,Hancock Park,Single Famly,,,,0,,,
7857,5082021005,Hancock Park,Single Famly,,,,0,,,
7860,5084026009,Hancock Park,Single Famly,,,,0,,,
7861,5081001005,Hancock Park,Single Famly,,,,0,,,
7863,5090007007,Hancock Park,Single Famly,,,,0,,,
7864,5084023036,Hancock Park,Single Famly,,,,0,,,
7865,5083013027,Hancock Park,Single Famly,,,,0,,,
7866,5082022032,Hancock Park,Single Famly,,,,0,,,
7868,5081024003,Hancock Park,Single Famly,,,,0,,,
7869,5082024009,Hancock Park,Single Famly,,,,0,,,
7871,5090024020,Hancock Park,Single Famly,,,,0,,,
7872,5082003013,Hancock Park,Single Famly,,,,0,,,
7873,5083014006,Hancock Park,Single Famly,,,,0,,,
7874,5081016009,Hancock Park,Single Famly,,,,0,,,
7875,5082026021,Hancock Park,Single Famly,,,,0,,,
7876,5084022026,Hancock Park,Single Famly,,,,0,,,
7877,5081018006,Hancock Park,Single Famly,,,,0,,,
7878,5081017007,Hancock Park,Single Famly,,,,0,,,
7880,5084008007,Hancock Park,Single Famly,,,,0,,,
7883,5507002012,Hancock Park,Single Famly,,,,0,,,
7884,5507001010,Hancock Park,Single Famly,,,,0,,,
7885,5505013011,Hancock Park,Single Famly,,,,0,,,
7886,5505016006,Hancock Park,Single Famly,,,,0,,,
7889,5505024011,Hancock Park,Single Famly,,,,0,,,
7890,5505018016,Hancock Park,Single Famly,,,,0,,,
7891,5505023006,Hancock Park,Single Famly,,,,0,,,
7893,5513004030,Hancock Park,Single Famly,,,,0,,,
7894,5507013017,Hancock Park,Single Famly,,,,0,,,
7898,5507007016,Hancock Park,Single Famly,,,,0,,,
7901,5513006033,Hancock Park,Single Famly,,,,0,,,
7904,5507012003,Hancock Park,Single Famly,,,,0,,,
7907,5084003038,Hancock Park,Single Famly,,,,0,,,
7909,5084006039,Hancock Park,Single Famly,,,,0,,,
7910,5507021011,Hancock Park,Single Famly,,,,0,,,
7912,5516015016,Hancock Park,Single Famly,,,,0,,,
7913,5522014005,Hancock Park,Single Famly,,,,0,,,
7914,5523028004,Hancock Park,Single Famly,,,,0,,,
7918,5523014018,Hancock Park,Single Famly,,,,0,,,
7920,5513008022,Hancock Park,Single Famly,,,,0,,,
7921,5524032012,Hancock Park,Single Famly,,,,0,,,
7922,5515013003,Hancock Park,Single Famly,,,,0,,,
7923,5513011023,Hancock Park,Single Famly,,,,0,,,
7924,5515012024,Hancock Park,Single Famly,,,,0,,,
7927,5515013012,Hancock Park,Single Famly,,,,0,,,
7928,5524023001,Hancock Park,Single Famly,,,,0,,,
7929,5523001004,Hancock Park,Single Famly,,,,0,,,
7931,5516011009,Hancock Park,Single Famly,,,,0,,,
7934,5516002021,Hancock Park,Single Famly,,,,0,,,
7936,5523031016,Hancock Park,Single Famly,,,,0,,,
7937,5523036036,Hancock Park,Single Famly,,,,0,,,
7938,5515014015,Hancock Park,Single Famly,,,,0,,,
7939,5523022011,Hancock Park,Single Famly,,,,0,,,
7940,5522027014,Hancock Park,Single Famly,,,,0,,,
7942,5523029014,Hancock Park,Single Famly,,,,0,,,
7943,5515028008,Hancock Park,Single Famly,,,,0,,,
7946,5524019014,Hancock Park,Single Famly,,,,0,,,
7948,5523019033,Hancock Park,Single Famly,,,,0,,,
7949,5516004014,Hancock Park,Single Famly,,,,0,,,
7950,5523015019,Hancock Park,Single Famly,,,,0,,,
7954,5524019020,Hancock Park,Single Famly,,,,0,,,
7955,5513009004,Hancock Park,Single Famly,,,,0,,,
7957,5516010001,Hancock Park,Single Famly,,,,0,,,
7958,5523032007,Hancock Park,Single Famly,,,,0,,,
7959,5515018001,Hancock Park,Single Famly,,,,0,,,
7960,5523035037,Hancock Park,Single Famly,,,,0,,,
7961,5515031018,Hancock Park,Single Famly,,,,0,,,
7962,5515026001,Hancock Park,Single Famly,,,,0,,,
7963,5516017021,Hancock Park,Single Famly,,,,0,,,
7965,5515017012,Hancock Park,Single Famly,,,,0,,,
7967,5517004012,Hancock Park,Single Famly,,,,0,,,
7969,5523008030,Hancock Park,Single Famly,,,,0,,,
7970,5524018009,Hancock Park,Single Famly,,,,0,,,
7972,5523034017,Hancock Park,Single Famly,,,,0,,,
7973,5523018006,Hancock Park,Single Famly,,,,0,,,
7977,5092007015,Hancock Park,Single Famly,,,,0,,,
7978,5092014007,Hancock Park,Single Famly,,,,0,,,
7980,5092014025,Hancock Park,Single Famly,,,,0,,,
7981,5092011013,Hancock Park,Single Famly,,,,0,,,
7982,5092006002,Hancock Park,Single Famly,,,,0,,,
7983,5090034001,Hancock Park,Single Famly,,,,0,,,
7984,5092002033,Hancock Park,Single Famly,,,,0,,,
7985,5505013003,Hancock Park,Single Famly,,,,0,,,
7987,5092009017,Hancock Park,Single Famly,,,,0,,,
7988,5092009011,Hancock Park,Single Famly,,,,0,,,
7989,5090004005,Hancock Park,Single Famly,,,,0,,,
7990,5092006022,Hancock Park,Single Famly,,,,0,,,
7991,5505006011,Hancock Park,Single Famly,,,,0,,,
7992,5081005033,Hancock Park,Single Famly,,,,0,,,
7994,5081026034,Hancock Park,Single Famly,,,,0,,,
7995,5082008037,Hancock Park,Single Famly,,,,0,,,
7996,5081017016,Hancock Park,Single Famly,,,,0,,,
7997,5090003015,Hancock Park,Single Famly,,,,0,,,
7998,5083002019,Hancock Park,Single Famly,,,,0,,,
7999,5090006001,Hancock Park,Single Famly,,,,0,,,
8000,5082008016,Hancock Park,Single Famly,,,,0,,,
8002,5081029024,Hancock Park,Single Famly,,,,0,,,
8003,5082017019,Hancock Park,Single Famly,,,,0,,,
8004,5081011018,Hancock Park,Single Famly,,,,0,,,
8005,5083014012,Hancock Park,Single Famly,,,,0,,,
8006,5082018021,Hancock Park,Single Famly,,,,0,,,
8007,5082020010,Hancock Park,Single Famly,,,,0,,,
8008,5082008009,Hancock Park,Single Famly,,,,0,,,
8009,5081011020,Hancock Park,Single Famly,,,,0,,,
8011,5092022024,Hancock Park,Single Famly,,,,0,,,
8012,5083013023,Hancock Park,Single Famly,,,,0,,,
8013,5090011012,Hancock Park,Single Famly,,,,0,,,
8014,5090012012,Hancock Park,Single Famly,,,,0,,,
8015,5082025015,Hancock Park,Single Famly,,,,0,,,
8016,5081026029,Hancock Park,Single Famly,,,,0,,,
8017,5082022013,Hancock Park,Single Famly,,,,0,,,
8019,5082022022,Hancock Park,Single Famly,,,,0,,,
8021,5083015012,Hancock Park,Single Famly,,,,0,,,
8022,5092022020,Hancock Park,Single Famly,,,,0,,,
8023,5092017015,Hancock Park,Single Famly,,,,0,,,
8024,5081024013,Hancock Park,Single Famly,,,,0,,,
8025,5504005010,Hancock Park,Single Famly,,,,0,,,
8026,5505002001,Hancock Park,Single Famly,,,,0,,,
8027,5505005016,Hancock Park,Single Famly,,,,0,,,
8028,5504016030,Hancock Park,Single Famly,,,,0,,,
8029,5504007006,Hancock Park,Single Famly,,,,0,,,
8030,5507002007,Hancock Park,Single Famly,,,,0,,,
8031,5505020013,Hancock Park,Single Famly,,,,0,,,
8032,5504013019,Hancock Park,Single Famly,,,,0,,,
8033,5505020015,Hancock Park,Single Famly,,,,0,,,
8034,5504003005,Hancock Park,Single Famly,,,,0,,,
8036,5504013008,Hancock Park,Single Famly,,,,0,,,
8037,5504002008,Hancock Park,Single Famly,,,,0,,,
8038,5505002009,Hancock Park,Single Famly,,,,0,,,
8040,5507020008,Hancock Park,Single Famly,,,,0,,,
8041,5513026024,Hancock Park,Single Famly,,,,0,,,
8042,5507006023,Hancock Park,Single Famly,,,,0,,,
8043,5507007013,Hancock Park,Single Famly,,,,0,,,
8044,5507007009,Hancock Park,Single Famly,,,,0,,,
8045,5524037001,Hancock Park,Single Famly,,,,0,,,
8046,5507028019,Hancock Park,Single Famly,,,,0,,,
8047,5513027015,Hancock Park,Single Famly,,,,0,,,
8049,5513008014,Hancock Park,Single Famly,,,,0,,,
8050,5524026005,Hancock Park,Single Famly,,,,0,,,
8052,5507012010,Hancock Park,Single Famly,,,,0,,,
8056,5507029017,Hancock Park,Single Famly,,,,0,,,
8058,5084001040,Hancock Park,Single Famly,,,,0,,,
8059,5513026016,Hancock Park,Single Famly,,,,0,,,
8060,5507021029,Hancock Park,Single Famly,,,,0,,,
8061,5507011016,Hancock Park,Single Famly,,,,0,,,
8062,5507027010,Hancock Park,Single Famly,,,,0,,,
8063,5507020002,Hancock Park,Single Famly,,,,0,,,
8066,5524025007,Hancock Park,Single Famly,,,,0,,,
8067,5516008003,Hancock Park,Single Famly,,,,0,,,
8069,5516002012,Hancock Park,Single Famly,,,,0,,,
8071,5515029010,Hancock Park,Single Famly,,,,0,,,
8072,5523001023,Hancock Park,Single Famly,,,,0,,,
8073,5515021011,Hancock Park,Single Famly,,,,0,,,
8074,5523015014,Hancock Park,Single Famly,,,,0,,,
8076,5516005005,Hancock Park,Single Famly,,,,0,,,
8079,5515031007,Hancock Park,Single Famly,,,,0,,,
8080,5513009019,Hancock Park,Single Famly,,,,0,,,
8081,5515029016,Hancock Park,Single Famly,,,,0,,,
8082,5524033014,Hancock Park,Single Famly,,,,0,,,
8083,5516009023,Hancock Park,Single Famly,,,,0,,,
8084,5516009003,Hancock Park,Single Famly,,,,0,,,
8085,5515011026,Hancock Park,Single Famly,,,,0,,,
8086,5523006002,Hancock Park,Single Famly,,,,0,,,
8087,5515023013,Hancock Park,Single Famly,,,,0,,,
8088,5516004017,Hancock Park,Single Famly,,,,0,,,
8089,5516023026,Hancock Park,Single Famly,,,,0,,,
8090,5523009025,Hancock Park,Single Famly,,,,0,,,
8091,5516005033,Hancock Park,Single Famly,,,,0,,,
8092,5523014015,Hancock Park,Single Famly,,,,0,,,
8095,5515002012,Hancock Park,Single Famly,,,,0,,,
8096,5522028020,Hancock Park,Single Famly,,,,0,,,
8098,5515032011,Hancock Park,Single Famly,,,,0,,,
8099,5515027006,Hancock Park,Single Famly,,,,0,,,
8100,5524034014,Hancock Park,Single Famly,,,,0,,,
8101,5523033026,Hancock Park,Single Famly,,,,0,,,
8102,5516013018,Hancock Park,Single Famly,,,,0,,,
8103,5516017019,Hancock Park,Single Famly,,,,0,,,
8104,5522024005,Hancock Park,Single Famly,,,,0,,,
8105,5515004003,Hancock Park,Single Famly,,,,0,,,
8108,5523033017,Hancock Park,Single Famly,,,,0,,,
8110,5522028004,Hancock Park,Single Famly,,,,0,,,
8111,5523027014,Hancock Park,Single Famly,,,,0,,,
8112,5523037002,Hancock Park,Single Famly,,,,0,,,
8114,5523008034,Hancock Park,Single Famly,,,,0,,,
8116,5524036010,Hancock Park,Single Famly,,,,0,,,
8117,5513008028,Hancock Park,Single Famly,,,,0,,,
8119,5523012012,Hancock Park,Single Famly,,,,0,,,
8120,5523027025,Hancock Park,Single Famly,,,,0,,,
8121,5515023017,Hancock Park,Single Famly,,,,0,,,
8122,5516015005,Hancock Park,Single Famly,,,,0,,,
8123,5523015020,Hancock Park,Single Famly,,,,0,,,
8127,5516014011,Hancock Park,Single Famly,,,,0,,,
8129,5504008002,Hancock Park,Single Famly,,,,0,,,
8131,5092030027,Hancock Park,Single Famly,,,,0,,,
8132,5504001015,Hancock Park,Single Famly,,,,0,,,
8134,5090001002,Hancock Park,Single Famly,,,,0,,,
8136,5092002039,Hancock Park,Single Famly,,,,0,,,
8137,5084001007,Hancock Park,Single Famly,,,,0,,,
8138,5092014003,Hancock Park,Single Famly,,,,0,,,
8139,5092002026,Hancock Park,Single Famly,,,,0,,,
8140,5507017004,Hancock Park,Single Famly,,,,0,,,
8141,5092002013,Hancock Park,Single Famly,,,,0,,,
8143,5092005032,Hancock Park,Single Famly,,,,0,,,
8144,5507018020,Hancock Park,Single Famly,,,,0,,,
8146,5090013016,Hancock Park,Single Famly,,,,0,,,
8147,5507030008,Hancock Park,Single Famly,,,,0,,,
8148,5090013030,Hancock Park,Single Famly,,,,0,,,
8149,5090013017,Hancock Park,Single Famly,,,,0,,,
8150,5505014013,Hancock Park,Single Famly,,,,0,,,
8151,5092027017,Hancock Park,Single Famly,,,,0,,,
8152,5092011022,Hancock Park,Single Famly,,,,0,,,
8153,5092015031,Hancock Park,Single Famly,,,,0,,,
8154,5090034030,Hancock Park,Single Famly,,,,0,,,
8157,5505001009,Hancock Park,Single Famly,,,,0,,,
8160,5083007012,Hancock Park,Single Famly,,,,0,,,
8161,5090011002,Hancock Park,Single Famly,,,,0,,,
8163,5092018004,Hancock Park,Single Famly,,,,0,,,
8164,5081011010,Hancock Park,Single Famly,,,,0,,,
8166,5083013005,Hancock Park,Single Famly,,,,0,,,
8167,5082010012,Hancock Park,Single Famly,,,,0,,,
8168,5081029021,Hancock Park,Single Famly,,,,0,,,
8169,5082026024,Hancock Park,Single Famly,,,,0,,,
8171,5081012011,Hancock Park,Single Famly,,,,0,,,
8172,5081016025,Hancock Park,Single Famly,,,,0,,,
8173,5082007016,Hancock Park,Single Famly,,,,0,,,
8174,5083031058,Hancock Park,Single Famly,,,,0,,,
8175,5084023042,Hancock Park,Single Famly,,,,0,,,
8177,5082019008,Hancock Park,Single Famly,,,,0,,,
8179,5090025002,Hancock Park,Single Famly,,,,0,,,
8181,5082017020,Hancock Park,Single Famly,,,,0,,,
8182,5082008030,Hancock Park,Single Famly,,,,0,,,
8184,5081024012,Hancock Park,Single Famly,,,,0,,,
8185,5083017024,Hancock Park,Single Famly,,,,0,,,
8187,5082001020,Hancock Park,Single Famly,,,,0,,,
8188,5082010010,Hancock Park,Single Famly,,,,0,,,
8189,5083014026,Hancock Park,Single Famly,,,,0,,,
8190,5092017023,Hancock Park,Single Famly,,,,0,,,
8191,5090015035,Hancock Park,Single Famly,,,,0,,,
8192,5081022014,Hancock Park,Single Famly,,,,0,,,
8194,5092018019,Hancock Park,Single Famly,,,,0,,,
8197,5081026014,Hancock Park,Single Famly,,,,0,,,
8198,5083025005,Hancock Park,Single Famly,,,,0,,,
8200,5092016005,Hancock Park,Single Famly,,,,0,,,
8201,5081001026,Hancock Park,Single Famly,,,,0,,,
8202,5090007006,Hancock Park,Single Famly,,,,0,,,
8203,5081005025,Hancock Park,Single Famly,,,,0,,,
8205,5504020017,Hancock Park,Single Famly,,,,0,,,
8206,5504020015,Hancock Park,Single Famly,,,,0,,,
8207,5507016002,Hancock Park,Single Famly,,,,0,,,
8209,5504002007,Hancock Park,Single Famly,,,,0,,,
8210,5505010012,Hancock Park,Single Famly,,,,0,,,
8211,5507015017,Hancock Park,Single Famly,,,,0,,,
8213,5504016036,Hancock Park,Single Famly,,,,0,,,
8217,5507011020,Hancock Park,Single Famly,,,,0,,,
8218,5507008007,Hancock Park,Single Famly,,,,0,,,
8219,5524016005,Hancock Park,Single Famly,,,,0,,,
8220,5507025011,Hancock Park,Single Famly,,,,0,,,
8222,5507011015,Hancock Park,Single Famly,,,,0,,,
8225,5524016017,Hancock Park,Single Famly,,,,0,,,
8228,5524028005,Hancock Park,Single Famly,,,,0,,,
8229,5084006011,Hancock Park,Single Famly,,,,0,,,
8231,5507022027,Hancock Park,Single Famly,,,,0,,,
8232,5513013002,Hancock Park,Single Famly,,,,0,,,
8233,5084007019,Hancock Park,Single Famly,,,,0,,,
8234,5507010023,Hancock Park,Single Famly,,,,0,,,
8235,5084006025,Hancock Park,Single Famly,,,,0,,,
8236,5522015019,Hancock Park,Single Famly,,,,0,,,
8237,5524026008,Hancock Park,Single Famly,,,,0,,,
8238,5524038006,Hancock Park,Single Famly,,,,0,,,
8241,5084002036,Hancock Park,Single Famly,,,,0,,,
8243,5513006026,Hancock Park,Single Famly,,,,0,,,
8244,5513008002,Hancock Park,Single Famly,,,,0,,,
8247,5522017028,Hancock Park,Single Famly,,,,0,,,
8248,5515031003,Hancock Park,Single Famly,,,,0,,,
8249,5513011019,Hancock Park,Single Famly,,,,0,,,
8251,5515030006,Hancock Park,Single Famly,,,,0,,,
8252,5515005006,Hancock Park,Single Famly,,,,0,,,
8256,5513012015,Hancock Park,Single Famly,,,,0,,,
8257,5516006019,Hancock Park,Single Famly,,,,0,,,
8258,5515032016,Hancock Park,Single Famly,,,,0,,,
8261,5523017030,Hancock Park,Single Famly,,,,0,,,
8262,5515003013,Hancock Park,Single Famly,,,,0,,,
8263,5515025012,Hancock Park,Single Famly,,,,0,,,
8265,5523028013,Hancock Park,Single Famly,,,,0,,,
8266,5515022016,Hancock Park,Single Famly,,,,0,,,
8267,5515027013,Hancock Park,Single Famly,,,,0,,,
8269,5515001009,Hancock Park,Single Famly,,,,0,,,
8277,5516013002,Hancock Park,Single Famly,,,,0,,,
8278,5524024004,Hancock Park,Single Famly,,,,0,,,
8280,5523009020,Hancock Park,Single Famly,,,,0,,,
8281,5523027038,Hancock Park,Single Famly,,,,0,,,
8282,5515029011,Hancock Park,Single Famly,,,,0,,,
8283,5522011014,Hancock Park,Single Famly,,,,0,,,
8284,5515026005,Hancock Park,Single Famly,,,,0,,,
8286,5523028036,Hancock Park,Single Famly,,,,0,,,
8288,5515021023,Hancock Park,Single Famly,,,,0,,,
8290,5516005020,Hancock Park,Single Famly,,,,0,,,
8293,5516015007,Hancock Park,Single Famly,,,,0,,,
8295,5523033027,Hancock Park,Single Famly,,,,0,,,
8296,5516007026,Hancock Park,Single Famly,,,,0,,,
8297,5522021024,Hancock Park,Single Famly,,,,0,,,
8298,5515022020,Hancock Park,Single Famly,,,,0,,,
8300,5523031023,Hancock Park,Single Famly,,,,0,,,
8302,5516015009,Hancock Park,Single Famly,,,,0,,,
8304,5515021017,Hancock Park,Single Famly,,,,0,,,
8305,5515008039,Hancock Park,Single Famly,,,,0,,,
8311,5092011007,Hancock Park,Single Famly,,,,0,,,
8312,5092007021,Hancock Park,Single Famly,,,,0,,,
8313,5092010007,Hancock Park,Single Famly,,,,0,,,
8315,5090004016,Hancock Park,Single Famly,,,,0,,,
8316,5090026009,Hancock Park,Single Famly,,,,0,,,
8318,5090027012,Hancock Park,Single Famly,,,,0,,,
8320,5092013008,Hancock Park,Single Famly,,,,0,,,
8321,5507018018,Hancock Park,Single Famly,,,,0,,,
8322,5090016015,Hancock Park,Single Famly,,,,0,,,
8323,5092010024,Hancock Park,Single Famly,,,,0,,,
8325,5092013017,Hancock Park,Single Famly,,,,0,,,
8328,5081030013,Hancock Park,Single Famly,,,,0,,,
8329,5092020007,Hancock Park,Single Famly,,,,0,,,
8330,5082011014,Hancock Park,Single Famly,,,,0,,,
8332,5081032012,Hancock Park,Single Famly,,,,0,,,
8333,5081010020,Hancock Park,Single Famly,,,,0,,,
8335,5082005021,Hancock Park,Single Famly,,,,0,,,
8336,5081023007,Hancock Park,Single Famly,,,,0,,,
8337,5090016006,Hancock Park,Single Famly,,,,0,,,
8338,5083008032,Hancock Park,Single Famly,,,,0,,,
8339,5082010011,Hancock Park,Single Famly,,,,0,,,
8340,5081028022,Hancock Park,Single Famly,,,,0,,,
8341,5081024030,Hancock Park,Single Famly,,,,0,,,
8342,5092019010,Hancock Park,Single Famly,,,,0,,,
8345,5092021010,Hancock Park,Single Famly,,,,0,,,
8347,5081033018,Hancock Park,Single Famly,,,,0,,,
8348,5082020002,Hancock Park,Single Famly,,,,0,,,
8349,5082010003,Hancock Park,Single Famly,,,,0,,,
8350,5090002014,Hancock Park,Single Famly,,,,0,,,
8351,5082019004,Hancock Park,Single Famly,,,,0,,,
8352,5090003017,Hancock Park,Single Famly,,,,0,,,
8353,5081029004,Hancock Park,Single Famly,,,,0,,,
8354,5082019021,Hancock Park,Single Famly,,,,0,,,
8355,5092021005,Hancock Park,Single Famly,,,,0,,,
8357,5082001015,Hancock Park,Single Famly,,,,0,,,
8359,5082002006,Hancock Park,Single Famly,,,,0,,,
8360,5084023031,Hancock Park,Single Famly,,,,0,,,
8361,5081029010,Hancock Park,Single Famly,,,,0,,,
8362,5083022004,Hancock Park,Single Famly,,,,0,,,
8363,5083011008,Hancock Park,Single Famly,,,,0,,,
8364,5083002017,Hancock Park,Single Famly,,,,0,,,
8366,5090015001,Hancock Park,Single Famly,,,,0,,,
8367,5083014016,Hancock Park,Single Famly,,,,0,,,
8368,5081016021,Hancock Park,Single Famly,,,,0,,,
8369,5092021002,Hancock Park,Single Famly,,,,0,,,
8370,5082006002,Hancock Park,Single Famly,,,,0,,,
8371,5092020011,Hancock Park,Single Famly,,,,0,,,
8372,5081030018,Hancock Park,Single Famly,,,,0,,,
8373,5081016020,Hancock Park,Single Famly,,,,0,,,
8374,5090022028,Hancock Park,Single Famly,,,,0,,,
8375,5081011011,Hancock Park,Single Famly,,,,0,,,
8379,5082006004,Hancock Park,Single Famly,,,,0,,,
8380,5504013014,Hancock Park,Single Famly,,,,0,,,
8381,5505004001,Hancock Park,Single Famly,,,,0,,,
8382,5505020006,Hancock Park,Single Famly,,,,0,,,
8387,5505018012,Hancock Park,Single Famly,,,,0,,,
8388,5505016005,Hancock Park,Single Famly,,,,0,,,
8390,5507002017,Hancock Park,Single Famly,,,,0,,,
8391,5504016007,Hancock Park,Single Famly,,,,0,,,
8392,5505026007,Hancock Park,Single Famly,,,,0,,,
8393,5505003007,Hancock Park,Single Famly,,,,0,,,
8394,5505024005,Hancock Park,Single Famly,,,,0,,,
