Order,Parcel,Neighborhood,House Type,Address,Lat,Lng,Did it sell?,Prediction,Actual,Prediction Result
27517,5580029012,Los Feliz,Single Famly,"5611 Park Oak Pl, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27518,5587006004,Los Feliz,Single Famly,"2200 Verde Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27527,5587017014,Los Feliz,Single Famly,"1942 N Van Ness Ave, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27535,5588003022,Los Feliz,Single Famly,"2110 Winona Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27536,5588003028,Los Feliz,Single Famly,"2200 Winona Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27537,5588006018,Los Feliz,Single Famly,"2655 Nottingham Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27538,5588007006,Los Feliz,Single Famly,"4962 Cromwell Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27556,5589001018,Los Feliz,Single Famly,"1911 N Hobart Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27588,5591007021,Los Feliz,Single Famly,"4345 Cedarhurst Cir, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27592,5591017022,Los Feliz,Single Famly,"4150 Holly Knoll Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27598,5592005033,Los Feliz,Single Famly,"3701 Shannon Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27599,5592005034,Los Feliz,Single Famly,"3636 Cadman Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27602,5592009002,Los Feliz,Single Famly,"3550 Amesbury Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27603,5592010004,Los Feliz,Single Famly,"3645 Lowry Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27623,5430007007,Los Feliz,Single Famly,"3931 Clayton Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27677,5587013053,Los Feliz,Single Famly,"5757 Valley Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27687,5587026038,Los Feliz,Single Famly,"2177 Ponet Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27690,5588004036,Los Feliz,Single Famly,"2424 Nottingham Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27693,5588007010,Los Feliz,Single Famly,"4971 Los Feliz Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27695,5588012028,Los Feliz,Single Famly,"4853 Glencairn Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27697,5588016020,Los Feliz,Single Famly,"2225 N New Hampshire Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27700,5588019012,Los Feliz,Single Famly,"2558 Glendower Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27708,5588033034,Los Feliz,Single Famly,"4601 Dundee Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27713,5589001023,Los Feliz,Single Famly,"1939 N Hobart Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27719,5589009001,Los Feliz,Single Famly,"5100 Ambrose Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27721,5589010002,Los Feliz,Single Famly,"5112 Ambrose Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27725,5589022026,Los Feliz,Single Famly,"2070 N New Hampshire Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27752,5592008006,Los Feliz,Single Famly,"3428 Amesbury Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27753,5592009008,Los Feliz,Single Famly,"3510 Amesbury Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27776,5433001011,Los Feliz,Single Famly,"2052 Ames St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27805,5580030018,Los Feliz,Single Famly,"5530 Green Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27807,5587001019,Los Feliz,Single Famly,"5536 Tuxedo Ter, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27808,5587002041,Los Feliz,Single Famly,"5600 Tuxedo Ter, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27812,5587007051,Los Feliz,Single Famly,"5655 Briarcliff Rd, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27818,5587012005,Los Feliz,Single Famly,"2100 Canyon Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27823,5587019007,Los Feliz,Single Famly,"1923 N Gramercy Pl, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27834,5588003009,Los Feliz,Single Famly,"2333 Nottingham Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27837,5588006006,Los Feliz,Single Famly,"2401 N Edgemont St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27839,5588008007,Los Feliz,Single Famly,"2349 N Catalina St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27855,5588031011,Los Feliz,Single Famly,"2566 Aberdeen Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27857,5588034011,Los Feliz,Single Famly,"2323 Inverness Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27860,5588036003,Los Feliz,Single Famly,"2115 N Hobart Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27868,5589009037,Los Feliz,Single Famly,"2011 N Normandie Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27878,5589017019,Los Feliz,Single Famly,"1945 N Edgemont St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27879,5589019016,Los Feliz,Single Famly,"2030 N Edgemont St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27902,5592002013,Los Feliz,Single Famly,"3516 Griffith Park Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27912,5592009024,Los Feliz,Single Famly,"3625 Lowry Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27940,5430019009,Los Feliz,Single Famly,"4019 Cumberland Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27956,5433012014,Los Feliz,Single Famly,"1928 Hollyvista Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27962,5433017019,Los Feliz,Single Famly,"2312 Lyric Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
27976,5580023024,Los Feliz,Single Famly,"2528 Mount Beacon Ter, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27986,5587002001,Los Feliz,Single Famly,"5656 Tuxedo Ter, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27991,5587010015,Los Feliz,Single Famly,"2245 Bronson Hill Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
27995,5587013032,Los Feliz,Single Famly,"5794 Valley Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28005,5587024004,Los Feliz,Single Famly,"2014 N Oxford Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28011,5587027024,Los Feliz,Single Famly,"5406 Red Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28013,5587027029,Los Feliz,Single Famly,"2216 E Live Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28016,5588003037,Los Feliz,Single Famly,"2417 Nottingham Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28018,5588004032,Los Feliz,Single Famly,"2345 Chislehurst Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28029,5588013006,Los Feliz,Single Famly,"4837 Bonvue Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28030,5588013014,Los Feliz,Single Famly,"4810 Glencairn Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28037,5588022018,Los Feliz,Single Famly,"2630 Glendower Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28045,5588030005,Los Feliz,Single Famly,"2612 Aberdeen Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28066,5589024009,Los Feliz,Single Famly,"2019 N Berendo St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28096,5592009028,Los Feliz,Single Famly,"3676 Amesbury Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28100,5592011035,Los Feliz,Single Famly,"3825 Shannon Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28107,5592017018,Los Feliz,Single Famly,"2666 Dundee Pl, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28110,5592019030,Los Feliz,Single Famly,"4165 Cromwell Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28115,5592027016,Los Feliz,Single Famly,"2331 Observatory Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28122,5430006023,Los Feliz,Single Famly,"1757 Hollyvista Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28132,5430015004,Los Feliz,Single Famly,"3836 Clayton Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28141,5430025019,Los Feliz,Single Famly,"3940 Sunset Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28148,5433006013,Los Feliz,Single Famly,"3918 Tracy St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28160,5433016025,Los Feliz,Single Famly,"2274 Ronda Vista Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28178,5580025011,Los Feliz,Single Famly,"5826 Tuxedo Ter, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28185,5580030006,Los Feliz,Single Famly,"2601 Green Oak Pl, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28189,5587001014,Los Feliz,Single Famly,"2418 Argosy Way, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28190,5587003008,Los Feliz,Single Famly,"5630 Spreading Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28200,5587025007,Los Feliz,Single Famly,"2126 E Live Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28202,5587026033,Los Feliz,Single Famly,"2174 Ponet Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28211,5588008006,Los Feliz,Single Famly,"2246 N Edgemont St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28213,5588010009,Los Feliz,Single Famly,"2400 N Edgemont St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28215,5588010027,Los Feliz,Single Famly,"2559 N Catalina St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28216,5588010028,Los Feliz,Single Famly,"2857 Glendower Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28219,5588013023,Los Feliz,Single Famly,"4864 Glencairn Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28232,5588031023,Los Feliz,Single Famly,"4520 Dundee Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28234,5588032022,Los Feliz,Single Famly,"4435 Cromwell Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28235,5588035014,Los Feliz,Single Famly,"5266 Los Caballeros Way, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28239,5588036012,Los Feliz,Single Famly,"2209 N Hobart Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28250,5589012004,Los Feliz,Single Famly,"2025 N Alexandria Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28256,5589023013,Los Feliz,Single Famly,"2001 N New Hampshire Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28257,5589024016,Los Feliz,Single Famly,"2018 N Catalina St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28258,5589024018,Los Feliz,Single Famly,"2028 N Catalina St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28260,5590003008,Los Feliz,Single Famly,"4543 Avocado St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28262,5590019015,Los Feliz,Single Famly,"4517 Melbourne Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28273,5591018008,Los Feliz,Single Famly,"1959 Monon St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28277,5591022028,Los Feliz,Single Famly,"4243 Russell Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28281,5592004005,Los Feliz,Single Famly,"3525 Griffith Park Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28291,5592010018,Los Feliz,Single Famly,"3818 Carnavon Way, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28293,5592011017,Los Feliz,Single Famly,"3839 Carnavon Way, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28298,5592014021,Los Feliz,Single Famly,"4135 Parva Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28308,5592022026,Los Feliz,Single Famly,"3360 Ley Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28313,5430002031,Los Feliz,Single Famly,"4139 Camero Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28314,5430003004,Los Feliz,Single Famly,"4208 Camero Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28322,5430007031,Los Feliz,Single Famly,"1714 Hollyvista Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28325,5430009009,Los Feliz,Single Famly,"2215 Lyric Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28337,5430026026,Los Feliz,Single Famly,"3934 De Longpre Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28341,5433009010,Los Feliz,Single Famly,"2455 Lyric Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28348,5433012024,Los Feliz,Single Famly,"3930 Franklin Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28358,5434004015,Los Feliz,Single Famly,"3234 Lowry Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28368,5580022013,Los Feliz,Single Famly,"2551 Park Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28370,5580023028,Los Feliz,Single Famly,"2546 Canyon Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28373,5580025016,Los Feliz,Single Famly,"5767 Tuxedo Ter, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28374,5580027012,Los Feliz,Single Famly,"2314 E Live Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28375,5580027014,Los Feliz,Single Famly,"2316 E Live Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28377,5580029013,Los Feliz,Single Famly,"5619 Park Oak Pl, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28396,5587017001,Los Feliz,Single Famly,"1978 N Van Ness Ave, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28405,5587026002,Los Feliz,Single Famly,"2166 W Live Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28408,5588001012,Los Feliz,Single Famly,"2223 N Hobart Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28423,5588014043,Los Feliz,Single Famly,"5244 Los Hermosos Way, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28431,5588027026,Los Feliz,Single Famly,"4450 Cromwell Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28432,5588028002,Los Feliz,Single Famly,"2524 Aberdeen Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28433,5588029028,Los Feliz,Single Famly,"2673 Aberdeen Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28434,5588031014,Los Feliz,Single Famly,"2556 Aberdeen Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28436,5588033008,Los Feliz,Single Famly,"2621 N Commonwealth Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28444,5589005003,Los Feliz,Single Famly,"5211 Franklin Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28449,5589012005,Los Feliz,Single Famly,"2019 N Alexandria Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28450,5589015007,Los Feliz,Single Famly,"2015 N Edgemont St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28451,5589017001,Los Feliz,Single Famly,"4916 Finley Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28452,5589020024,Los Feliz,Single Famly,"2070 N Edgemont St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28458,5590006001,Los Feliz,Single Famly,"4564 Ambrose Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28467,5591004031,Los Feliz,Single Famly,"4205 Los Nietos Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28481,5591023008,Los Feliz,Single Famly,"4322 Franklin Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28484,5592003012,Los Feliz,Single Famly,"3446 Griffith Park Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28494,5592011025,Los Feliz,Single Famly,"3838 Shannon Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28499,5592014023,Los Feliz,Single Famly,"4209 Parva Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28501,5592016006,Los Feliz,Single Famly,"3977 Farmouth Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28504,5592017008,Los Feliz,Single Famly,"4239 Dundee Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28511,5592021022,Los Feliz,Single Famly,"2308 Wayne Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28514,5592023020,Los Feliz,Single Famly,"3319 Lowry Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28532,5433012019,Los Feliz,Single Famly,"2018 Hollyvista Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28537,5580020007,Los Feliz,Single Famly,"5707 Green Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28549,5587007019,Los Feliz,Single Famly,"5682 Holly Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28551,5587010016,Los Feliz,Single Famly,"2242 Canyon Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
28560,5588008010,Los Feliz,Single Famly,"2310 N Edgemont St, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28566,5588020004,Los Feliz,Single Famly,"4768 Bryn Mawr Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28587,5589020027,Los Feliz,Single Famly,"4910 Los Feliz Blvd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28590,5589023004,Los Feliz,Single Famly,"2051 N New Hampshire Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28601,5591016032,Los Feliz,Single Famly,"1915 Myra Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28614,5592021011,Los Feliz,Single Famly,"4000 Cromwell Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
28616,5592024012,Los Feliz,Single Famly,"2316 Richland Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
29437,5592016029,Los Feliz,Single Famly,"3800 Amesbury Rd, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
29517,5580026032,Los Feliz,Single Famly,"2419 Park Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
29525,5587025008,Los Feliz,Single Famly,"2134 E Live Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
29534,5588033033,Los Feliz,Single Famly,"4545 Dundee Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
29923,5580027018,Los Feliz,Single Famly,"5500 Ridge Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
29964,5589003011,Los Feliz,Single Famly,"2045 De Mille Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
29992,5592018026,Los Feliz,Single Famly,"4078 Farmouth Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
30038,5580020011,Los Feliz,Single Famly,"5825 Green Oak Dr, Los Angeles, CA 90068",,,0,1,0,Prediction Incorrect - Not Sold
30062,5588017027,Los Feliz,Single Famly,"4851 Cromwell Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
30072,5589006002,Los Feliz,Single Famly,"5161 Linwood Dr, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
30156,5588017028,Los Feliz,Single Famly,"4809 Cromwell Ave, Los Angeles, CA 90027",,,0,1,0,Prediction Incorrect - Not Sold
30216,5555004108,West Hollywood,Condo,"1137 Hacienda Pl #107, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30218,4340027180,West Hollywood,Condo,"959 N Doheny Dr #202, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30232,4339019050,West Hollywood,Condo,"853 Larrabee St #8, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30233,4339019043,West Hollywood,Condo,"853 Larrabee St #20, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30244,5554020048,West Hollywood,Condo,"1230 N Sweetzer Ave #106, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30247,5554020069,West Hollywood,Condo,"1230 N Sweetzer Ave #210, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30266,5555002063,West Hollywood,Condo,"8455 Fountain Ave #412, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30296,4339010049,West Hollywood,Condo,"832 Palm Ave #202, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30325,5555002062,West Hollywood,Condo,"8455 Fountain Ave #411, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30335,4339008042,West Hollywood,Condo,"1021 Westmount Dr #201, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30337,4339008040,West Hollywood,Condo,"1021 Westmount Dr #101, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30338,5529001189,West Hollywood,Condo,"1025 N Kings Rd #401, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30346,5560023056,West Hollywood,Condo,"1129 Larrabee St #3, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30351,5560023067,West Hollywood,Condo,"1129 Larrabee St #14, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30353,5560023066,West Hollywood,Condo,"1129 Larrabee St #13, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30358,4340021040,West Hollywood,Condo,"8960 Cynthia St #108, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30360,5528016048,West Hollywood,Condo,"621 N Orlando Ave #6, West Hollywood, CA 90048",,,0,1,0,Prediction Incorrect - Not Sold
30370,5554026104,West Hollywood,Condo,"1209 N Kings Rd #9, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30386,5529005138,West Hollywood,Condo,"911 N Kings Rd #108, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30403,5555002052,West Hollywood,Condo,"8455 Fountain Ave #401, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30406,4339004122,West Hollywood,Condo,"8530 Holloway Dr #218, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30417,4340028046,West Hollywood,Condo,"1033 Carol Dr #109, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30418,4340006041,West Hollywood,Condo,"880 Hilldale Ave #11, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30420,4340028057,West Hollywood,Condo,"1033 Carol Dr #404, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30449,5529005180,West Hollywood,Condo,"911 N Kings Rd #306, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30478,5555002053,West Hollywood,Condo,"8455 Fountain Ave #402, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30548,5554026131,West Hollywood,Condo,"1221 N Kings Rd #401, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30567,4339019040,West Hollywood,Condo,"853 Larrabee St #3, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30590,5554017024,West Hollywood,Condo,"1327 Havenhurst Dr #7, West Hollywood, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
30591,5554017019,West Hollywood,Condo,"1327 Havenhurst Dr #2, West Hollywood, CA 90046",,,0,1,0,Prediction Incorrect - Not Sold
30601,5529008048,West Hollywood,Condo,"1010 N Kings Rd #116, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30622,5554025063,West Hollywood,Condo,"1124 N Kings Rd #301, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30631,5555005154,West Hollywood,Condo,"1140 Alta Loma Rd #301, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30638,5555003054,West Hollywood,Condo,"1215 N Olive Dr #306, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
30656,5529001108,West Hollywood,Condo,"1015 N Kings Rd #302, West Hollywood, CA 90069",,,0,1,0,Prediction Incorrect - Not Sold
